uid,FTO,language
korean-079-407-865370,-350,Korean
korean-079-412-877660,50,Korean
korean-079-414-883960,-50,Korean
korean-079-418-887400,0,Korean
korean-079-427-903700,-340,Korean
korean-079-430-912010,-270,Korean
korean-080-006-16490,119.99999999999818,Korean
korean-080-009-18510,-420,Korean
korean-080-016-26470,-150,Korean
korean-080-022-37540,340,Korean
korean-080-024-40010,270,Korean
korean-080-028-43770,690,Korean
korean-080-030-46830,3750,Korean
korean-080-043-72910,-30,Korean
korean-080-047-81750,-80,Korean
korean-080-049-84530,-190,Korean
korean-080-051-87160,-270,Korean
korean-080-075-132630,160,Korean
korean-080-079-141080,159.9999999999418,Korean
korean-080-085-147380,800.0000000000291,Korean
korean-080-087-150140,-1480,Korean
korean-080-092-159630,959.9999999999708,Korean
korean-080-094-164810,180,Korean
korean-080-105-182820,-180,Korean
korean-080-108-185500,-200,Korean
korean-080-111-191890,-190,Korean
korean-080-122-215980,-420,Korean
korean-080-124-217110,30.000000000029104,Korean
korean-080-142-240220,600,Korean
korean-080-145-247660,-70,Korean
korean-080-149-257200,-1590.000000000029,Korean
korean-080-165-289640,-230,Korean
korean-080-177-312580,-240,Korean
korean-080-188-329680,-40,Korean
korean-080-201-349180,1010,Korean
korean-080-207-360010,2470,Korean
korean-080-210-373990,520,Korean
korean-080-235-421690,-120,Korean
korean-080-241-426950,-90,Korean
korean-080-253-443540,420,Korean
korean-080-258-451290,-140,Korean
korean-080-263-457950,470,Korean
korean-080-276-482240,-180,Korean
korean-080-301-525350,-120,Korean
korean-080-325-576160,320,Korean
korean-080-349-634750,-360,Korean
korean-080-353-639020,-290,Korean
korean-080-366-671190,110,Korean
korean-080-377-689120,-110,Korean
korean-080-385-700390,40,Korean
korean-080-392-714010,-90,Korean
korean-080-395-717670,-170,Korean
korean-080-401-730550,220,Korean
korean-080-405-735600,250,Korean
korean-080-409-744940,700,Korean
korean-080-417-758450,-260,Korean
korean-080-421-764720,-190,Korean
korean-080-425-770290,110,Korean
korean-080-432-781650,240,Korean
korean-080-440-797750,-960,Korean
korean-080-446-810620,60,Korean
korean-080-449-815170,-170,Korean
korean-080-451-818450,370,Korean
korean-080-454-825820,-130,Korean
korean-080-460-840850,180,Korean
korean-080-466-851060,70,Korean
korean-080-469-853540,70,Korean
korean-080-481-885380,830,Korean
korean-080-486-899090,120,Korean
korean-080-490-911710,-70,Korean
korean-080-506-940290,-180,Korean
korean-080-510-946260,-110,Korean
korean-081-006-94010,-200.0000000000291,Korean
korean-081-008-97850,-1060,Korean
korean-081-012-110430,-620,Korean
korean-081-022-146410,-1960,Korean
korean-081-042-203090,-3080.000000000029,Korean
korean-081-055-243430,-290,Korean
korean-081-085-333250,-3510,Korean
korean-081-130-455240,-2830,Korean
korean-081-132-460230,-160,Korean
korean-081-147-512130,-240,Korean
korean-081-164-567380,-6350,Korean
korean-081-173-594890,-1180,Korean
korean-081-185-625500,-130,Korean
korean-081-216-716580,-1070,Korean
korean-081-234-767790,-1230,Korean
korean-081-273-879710,-5620,Korean
korean-081-283-911280,-610,Korean
korean-082-003-47040,-210,Korean
korean-082-005-49360,-160,Korean
korean-082-010-60240,20,Korean
korean-082-020-74610,40,Korean
korean-082-022-77260,-230,Korean
korean-082-035-95790,-260.00000000001455,Korean
korean-082-065-143320,20,Korean
korean-082-067-144790,-420,Korean
korean-082-069-146070,-120,Korean
korean-082-078-155190,-350,Korean
korean-082-103-187700,-180,Korean
korean-082-112-200430,-1010,Korean
korean-082-118-212630,-190,Korean
korean-082-121-217650,50,Korean
korean-082-162-269140,-1250,Korean
korean-082-208-344800,-180,Korean
korean-082-223-363740,-150,Korean
korean-082-228-372800,-120,Korean
korean-082-231-377830,-320,Korean
korean-082-239-397320,-20.000000000058208,Korean
korean-082-243-408170,-50,Korean
korean-082-245-409660,-80.00000000005821,Korean
korean-082-247-411210,-180,Korean
korean-082-267-436430,-1620,Korean
korean-082-283-456400,-1320,Korean
korean-082-285-461070,-830,Korean
korean-082-295-480380,-200,Korean
korean-082-297-482580,-170,Korean
korean-082-299-488490,-400,Korean
korean-082-301-495500,-340,Korean
korean-082-306-504190,-60,Korean
korean-082-325-540900,-110,Korean
korean-082-327-548740,-220,Korean
korean-082-331-557160,-180,Korean
korean-082-353-586270,-1580,Korean
korean-082-362-601030,-280,Korean
korean-082-370-615020,50,Korean
korean-082-372-617590,170,Korean
korean-082-377-623210,-30,Korean
korean-082-380-628480,-130,Korean
korean-082-382-632310,-510,Korean
korean-082-393-654080,590,Korean
korean-082-399-669660,-200,Korean
korean-082-409-686910,160,Korean
korean-082-426-720720,10,Korean
korean-082-436-734500,-1120,Korean
korean-082-439-736720,-240,Korean
korean-082-444-741780,-120,Korean
korean-082-460-775440,-210,Korean
korean-082-481-815200,-380,Korean
korean-082-488-834320,-110,Korean
korean-082-504-860760,-40,Korean
korean-082-515-880470,-550,Korean
korean-082-519-886860,10,Korean
korean-082-564-976880,-200,Korean
korean-082-580-1007750,-2460,Korean
korean-082-596-1035710,-250,Korean
korean-082-598-1037320,-260,Korean
korean-082-608-1055050,-760,Korean
korean-082-612-1059550,-160,Korean
korean-082-614-1061380,1670,Korean
korean-082-627-1083880,-1440,Korean
korean-082-637-1104870,-370,Korean
korean-082-644-1116880,-960,Korean
korean-082-646-1120150,100,Korean
korean-083-004-20540,-440,Korean
korean-083-025-51230,-2870,Korean
korean-083-031-65190,0,Korean
korean-083-036-69810,-20,Korean
korean-083-047-91330,-520,Korean
korean-083-062-116290,-140.00000000001455,Korean
korean-083-065-118350,130,Korean
korean-083-076-136900,-670,Korean
korean-083-082-143250,100,Korean
korean-083-086-150600,40,Korean
korean-083-104-187250,-3710,Korean
korean-083-123-227320,40,Korean
korean-083-153-283400,1150,Korean
korean-083-167-318590,190,Korean
korean-083-178-345240,-720,Korean
korean-083-187-360810,2630,Korean
korean-083-191-369080,130,Korean
korean-083-197-375760,40,Korean
korean-083-209-394160,-220.0000000000582,Korean
korean-083-241-462670,-710,Korean
korean-083-254-485370,-600,Korean
korean-083-260-492280,-330,Korean
korean-083-276-520360,-429.9999999999418,Korean
korean-083-289-542950,-130,Korean
korean-083-303-571480,-620,Korean
korean-083-305-576310,-180,Korean
korean-083-321-599390,-780,Korean
korean-083-335-626520,-70,Korean
korean-083-339-631040,350,Korean
korean-083-356-671070,-260,Korean
korean-083-367-695140,410,Korean
korean-083-374-708600,-2210,Korean
korean-083-390-749540,-380,Korean
korean-083-404-773590,320,Korean
korean-083-417-798540,-1880,Korean
korean-083-436-841280,580,Korean
korean-083-454-877180,-4990,Korean
korean-083-477-918710,-200,Korean
korean-083-483-930070,1050,Korean
korean-084-010-12280,-580,Korean
korean-084-012-15580,-170,Korean
korean-084-019-22820,-190,Korean
korean-084-031-48000,-2470,Korean
korean-084-042-69510,-279.99999999998545,Korean
korean-084-046-76930,-1410,Korean
korean-084-057-107820,-390.00000000001455,Korean
korean-084-066-129960,-599.9999999999854,Korean
korean-084-095-213800,-170,Korean
korean-084-099-219530,-560,Korean
korean-084-109-243140,-410,Korean
korean-084-114-251250,-200,Korean
korean-084-121-264150,1390,Korean
korean-084-143-294190,-1940,Korean
korean-084-162-327660,-590,Korean
korean-084-197-381270,-1480,Korean
korean-084-255-488740,-470,Korean
korean-084-320-607020,-240,Korean
korean-084-358-682290,-250,Korean
korean-084-364-693680,-2410,Korean
korean-084-368-698650,-1210,Korean
korean-084-389-744420,-330,Korean
korean-084-391-747680,-50,Korean
korean-084-393-751220,110,Korean
korean-084-398-757330,-260,Korean
korean-084-435-813220,-2400,Korean
korean-084-448-835790,-280,Korean
korean-084-468-872300,610,Korean
korean-084-470-876640,60,Korean
korean-084-477-887370,-1310,Korean
korean-085-004-7450,60,Korean
korean-085-011-23140,240,Korean
korean-085-058-83710,90.00000000001455,Korean
korean-085-071-118270,160.00000000001455,Korean
korean-085-074-122300,-260,Korean
korean-085-084-147280,-100,Korean
korean-085-086-151030,210,Korean
korean-085-091-158990,290,Korean
korean-085-115-222560,-180,Korean
korean-085-118-229460,740,Korean
korean-085-120-237280,-80,Korean
korean-085-142-279080,450,Korean
korean-085-159-315550,1340,Korean
korean-085-169-339470,640,Korean
korean-085-181-386420,560,Korean
korean-085-197-433000,1220,Korean
korean-085-204-452250,1110,Korean
korean-085-210-464050,60,Korean
korean-085-212-467900,-9.999999999941792,Korean
korean-085-237-554790,-320,Korean
korean-085-261-640610,-90,Korean
korean-085-263-645260,-200,Korean
korean-085-276-693630,220,Korean
korean-085-279-699900,40,Korean
korean-085-282-706920,-100,Korean
korean-085-285-712020,130,Korean
korean-085-287-715140,280,Korean
korean-085-289-723650,-40,Korean
korean-085-291-729630,820,Korean
korean-085-293-733510,-530,Korean
korean-085-295-734960,-270,Korean
korean-085-297-737300,10,Korean
korean-085-299-741300,-170,Korean
korean-085-301-744960,400,Korean
korean-085-313-786640,150,Korean
korean-085-323-807970,450,Korean
korean-085-347-930350,-330,Korean
korean-085-349-932510,-150,Korean
korean-085-351-935380,120,Korean
korean-086-004-33650,-100,Korean
korean-086-012-43510,-10,Korean
korean-086-014-46010,-110,Korean
korean-086-021-55280,-50,Korean
korean-086-028-66410,-80,Korean
korean-086-047-105010,449.99999999998545,Korean
korean-086-068-144230,-720,Korean
korean-086-077-167690,-200,Korean
korean-086-087-204820,120,Korean
korean-086-091-210540,70,Korean
korean-086-093-213970,-859.9999999999709,Korean
korean-086-095-218490,90,Korean
korean-086-099-225380,10,Korean
korean-086-101-229580,-300.0000000000291,Korean
korean-086-112-252600,-70,Korean
korean-086-119-263940,180,Korean
korean-086-128-280610,-40,Korean
korean-086-151-315510,-270,Korean
korean-086-159-328050,70,Korean
korean-086-161-329580,-1140,Korean
korean-086-174-353300,230,Korean
korean-086-179-367880,-60,Korean
korean-086-183-380020,5320,Korean
korean-086-185-386590,80,Korean
korean-086-188-393210,-2030,Korean
korean-086-249-513090,-59.99999999994179,Korean
korean-086-253-518160,-90.00000000005821,Korean
korean-086-255-519650,1400,Korean
korean-086-286-577790,560,Korean
korean-086-288-580080,100,Korean
korean-086-290-582610,-80,Korean
korean-086-292-585060,310,Korean
korean-086-294-588450,60,Korean
korean-086-306-620690,-310,Korean
korean-086-311-628290,-1360,Korean
korean-086-347-709010,-80,Korean
korean-086-390-800610,310,Korean
korean-086-392-805930,10,Korean
korean-086-404-829500,900,Korean
korean-086-406-832570,1070,Korean
korean-086-408-836660,-430,Korean
korean-086-410-840610,-50,Korean
korean-086-415-849000,-80,Korean
korean-086-436-876020,30,Korean
korean-086-438-878130,460,Korean
korean-086-443-889250,1350,Korean
korean-086-461-925770,-70,Korean
korean-086-465-932700,-160,Korean
korean-086-467-935400,530,Korean
korean-087-004-59450,160,Korean
korean-087-007-66210,310,Korean
korean-087-015-87110,0,Korean
korean-087-031-109270,10.000000000029104,Korean
korean-087-034-114580,-160.00000000001455,Korean
korean-087-041-127800,320,Korean
korean-087-048-146150,0,Korean
korean-087-051-149500,-170.0000000000291,Korean
korean-087-114-269690,200,Korean
korean-087-116-272100,410,Korean
korean-087-118-274090,160.0000000000582,Korean
korean-087-120-279710,50.00000000005821,Korean
korean-087-126-289100,1070,Korean
korean-087-131-295060,2060,Korean
korean-087-151-329130,-140,Korean
korean-087-183-394420,680,Korean
korean-087-191-416070,10,Korean
korean-087-193-418830,-20,Korean
korean-087-195-422450,420,Korean
korean-087-197-425380,-600,Korean
korean-087-204-443010,-10,Korean
korean-087-212-468510,160,Korean
korean-087-221-484360,-220,Korean
korean-087-242-533620,-4640,Korean
korean-087-252-555080,600,Korean
korean-087-254-558890,60,Korean
korean-087-258-562410,-140,Korean
korean-087-276-595170,40,Korean
korean-087-278-598870,-110,Korean
korean-087-293-633180,100,Korean
korean-087-322-681370,-70,Korean
korean-087-325-685340,50,Korean
korean-087-327-688760,650,Korean
korean-087-335-700740,460,Korean
korean-087-350-726070,-800,Korean
korean-087-354-731870,-120,Korean
korean-087-409-823890,-250,Korean
korean-087-417-836420,-30,Korean
korean-087-419-838040,-370,Korean
korean-087-426-849930,-370,Korean
korean-087-434-860740,90,Korean
korean-087-474-949480,340,Korean
korean-088-006-111770,-19.999999999970896,Korean
korean-088-009-118000,20.000000000014552,Korean
korean-088-012-121360,10,Korean
korean-088-019-129460,190,Korean
korean-088-023-137050,-10,Korean
korean-088-028-142330,149.9999999999709,Korean
korean-088-037-169690,0,Korean
korean-088-054-200280,230,Korean
korean-088-056-202410,-5250,Korean
korean-088-058-211330,-50.000000000029104,Korean
korean-088-061-216680,-2000,Korean
korean-088-070-239820,-890,Korean
korean-088-072-247940,-1060,Korean
korean-088-076-262390,-1290,Korean
korean-088-078-269570,-20,Korean
korean-088-082-286980,-5440,Korean
korean-088-090-320030,-780,Korean
korean-088-102-365180,-2790,Korean
korean-088-104-372640,170,Korean
korean-088-107-379790,-6500,Korean
korean-088-114-405370,-160,Korean
korean-088-132-470840,-29.999999999941792,Korean
korean-088-141-501750,40,Korean
korean-088-144-508770,150,Korean
korean-088-146-511660,-40,Korean
korean-088-151-529790,10,Korean
korean-088-154-534950,200,Korean
korean-088-158-542770,-100,Korean
korean-088-163-559800,220,Korean
korean-088-165-567090,60,Korean
korean-088-171-593000,-3070,Korean
korean-088-181-637720,-120,Korean
korean-088-190-652480,-100,Korean
korean-088-203-688920,-2880,Korean
korean-088-205-694740,-350,Korean
korean-088-212-710010,-230,Korean
korean-088-234-762840,-2440,Korean
korean-088-244-793370,-10,Korean
korean-088-247-801150,-110,Korean
korean-088-260-846200,140,Korean
korean-088-266-873010,-100,Korean
korean-088-270-880690,-100,Korean
korean-088-274-891380,-270,Korean
korean-088-284-924550,40,Korean
korean-088-288-936150,-3490,Korean
korean-088-290-946960,-220,Korean
korean-088-292-952890,-160,Korean
korean-088-305-983240,-1860,Korean
korean-088-309-995980,-2230,Korean
korean-088-311-1002460,-450,Korean
korean-089-003-51470,-720,Korean
korean-089-008-63650,-30,Korean
korean-089-014-80080,110,Korean
korean-089-025-106630,-4129.999999999985,Korean
korean-089-028-117600,109.99999999998543,Korean
korean-089-034-133120,60,Korean
korean-089-042-153760,-319.9999999999709,Korean
korean-089-051-176990,-4620,Korean
korean-089-062-203790,-230,Korean
korean-089-071-225090,120,Korean
korean-089-073-230170,-1419.999999999971,Korean
korean-089-077-240780,110,Korean
korean-089-096-290150,-530,Korean
korean-089-101-298620,-2970,Korean
korean-089-112-324390,-4550,Korean
korean-089-121-355530,-300,Korean
korean-089-153-432180,20,Korean
korean-089-158-445720,-2740,Korean
korean-089-166-463470,230,Korean
korean-089-173-481110,-5470,Korean
korean-089-193-536690,-3880,Korean
korean-089-205-565820,110,Korean
korean-089-212-581670,-30,Korean
korean-089-214-585920,-3190,Korean
korean-089-223-608490,590,Korean
korean-089-230-623430,20,Korean
korean-089-232-628230,-3160,Korean
korean-089-236-637090,-180,Korean
korean-089-243-651900,-30,Korean
korean-089-253-679810,-570,Korean
korean-089-262-699300,-310,Korean
korean-089-269-714010,2900,Korean
korean-089-277-737660,320,Korean
korean-089-279-744320,-2250,Korean
korean-089-286-759460,-2080,Korean
korean-089-311-824980,150,Korean
korean-089-314-835240,60,Korean
korean-089-319-848920,-2070,Korean
korean-089-327-865800,150,Korean
korean-089-334-886210,-2870,Korean
korean-089-345-915040,-2910,Korean
korean-089-355-939510,1440,Korean
korean-089-358-946230,90,Korean
korean-089-366-971370,-930,Korean
korean-089-368-976150,-2830,Korean
korean-089-382-1019310,-700,Korean
korean-089-384-1025150,400.0000000001164,Korean
korean-089-386-1029480,-2160.0000000001164,Korean
korean-090-007-8760,1270,Korean
korean-090-012-18000,760,Korean
korean-090-014-25640,50,Korean
korean-090-023-45440,10,Korean
korean-090-035-71180,50,Korean
korean-090-037-72380,-10,Korean
korean-090-039-76600,20,Korean
korean-090-053-121240,1340,Korean
korean-090-055-125350,-1930,Korean
korean-090-058-129570,2960,Korean
korean-090-066-148520,-20,Korean
korean-090-075-162040,-2670,Korean
korean-090-083-186220,-10,Korean
korean-090-097-221130,30,Korean
korean-090-103-229540,20,Korean
korean-090-112-253720,-20,Korean
korean-090-120-276560,30,Korean
korean-090-127-313660,420,Korean
korean-090-129-323260,-10,Korean
korean-090-155-438330,380,Korean
korean-090-170-467650,3680,Korean
korean-090-172-471320,460,Korean
korean-090-176-480520,800,Korean
korean-090-192-517950,670.0000000000582,Korean
korean-090-206-546600,-160,Korean
korean-090-210-551290,-70,Korean
korean-090-218-567310,20,Korean
korean-090-226-577900,-80,Korean
korean-090-241-607040,20,Korean
korean-090-243-608870,440,Korean
korean-090-245-615800,30,Korean
korean-090-249-623930,-200,Korean
korean-090-254-634800,390,Korean
korean-090-261-650970,2940,Korean
korean-090-271-668430,-100,Korean
korean-090-288-721910,-5990,Korean
korean-090-293-738460,60,Korean
korean-090-317-787030,0,Korean
korean-090-319-788710,-210,Korean
korean-090-325-797070,110,Korean
korean-090-329-802390,-70,Korean
korean-090-333-808210,-30,Korean
korean-090-337-813920,-2520,Korean
korean-090-352-851340,-850,Korean
korean-090-359-859330,-120,Korean
korean-090-361-862460,190,Korean
korean-090-371-880660,-340,Korean
korean-090-385-900650,-250,Korean
korean-090-387-902570,10,Korean
korean-090-389-905440,-50,Korean
korean-090-391-913010,10,Korean
korean-090-393-918830,-150,Korean
korean-090-397-925400,230,Korean
korean-091-003-3000,270,Korean
korean-091-005-4720,-370,Korean
korean-091-011-15910,-20,Korean
korean-091-016-34420,-30,Korean
korean-091-034-61600,240,Korean
korean-091-044-81080,2930,Korean
korean-091-050-93750,-250,Korean
korean-091-052-95790,-380.00000000001455,Korean
korean-091-072-140880,-4220,Korean
korean-091-083-163280,170,Korean
korean-091-085-167600,-770,Korean
korean-091-105-211290,-130.0000000000291,Korean
korean-091-110-220700,640,Korean
korean-091-170-343670,-450,Korean
korean-091-178-361980,-250,Korean
korean-091-202-415000,90.00000000005821,Korean
korean-091-220-455900,-40,Korean
korean-091-230-472920,-60,Korean
korean-091-234-483460,-120,Korean
korean-091-258-557590,-250,Korean
korean-091-269-579430,-160,Korean
korean-091-279-601080,-50,Korean
korean-091-348-761340,-1130,Korean
korean-091-350-765910,-30,Korean
korean-091-357-780120,-330,Korean
korean-091-362-795610,-640,Korean
korean-091-391-869380,-720,Korean
korean-091-393-875510,-240,Korean
korean-091-404-898010,-320,Korean
korean-091-408-906590,-130,Korean
korean-092-003-35450,60,Korean
korean-092-041-96490,-59.99999999998545,Korean
korean-092-055-121790,-120,Korean
korean-092-057-123540,-210,Korean
korean-092-059-125110,-320,Korean
korean-092-085-163260,450,Korean
korean-092-101-185400,1360,Korean
korean-092-120-208300,0,Korean
korean-092-125-218100,290,Korean
korean-092-136-234250,-1100,Korean
korean-092-152-265720,350,Korean
korean-092-156-271390,50,Korean
korean-092-169-291540,-160,Korean
korean-092-171-296880,-420,Korean
korean-092-207-373080,0,Korean
korean-092-211-384740,-860,Korean
korean-092-263-479880,-50,Korean
korean-092-283-517480,399.9999999999418,Korean
korean-092-297-543250,-540,Korean
korean-092-306-556270,-170,Korean
korean-092-405-769390,-820,Korean
korean-092-417-789900,-950,Korean
korean-092-451-861800,-230,Korean
korean-092-468-893010,830,Korean
korean-092-506-969480,-3180,Korean
korean-092-511-977990,1290,Korean
korean-092-513-980710,260,Korean
korean-092-522-1001010,120,Korean
korean-092-532-1021830,-300,Korean
korean-092-573-1095580,190,Korean
korean-093-006-190470,-160,Korean
korean-093-025-232460,-280,Korean
korean-093-036-247170,-720,Korean
korean-093-038-248740,-410,Korean
korean-093-040-251280,-70,Korean
korean-093-042-256300,-1190,Korean
korean-093-064-296680,110,Korean
korean-093-071-312670,-2460,Korean
korean-093-125-420790,-380,Korean
korean-093-158-479290,-70,Korean
korean-093-232-636900,-680,Korean
korean-093-392-1037970,-99.99999999988358,Korean
korean-093-415-1092130,70,Korean
korean-094-023-122870,-2130,Korean
korean-094-031-146850,-500,Korean
korean-094-039-169820,-180,Korean
korean-094-043-176490,170,Korean
korean-094-047-184540,-5220,Korean
korean-094-054-209770,-1650.000000000029,Korean
korean-094-059-224660,140,Korean
korean-094-063-234790,-1030,Korean
korean-094-069-253130,-1190,Korean
korean-094-071-260500,-470.0000000000291,Korean
korean-094-079-280250,-7610,Korean
korean-094-084-293420,-1020,Korean
korean-094-088-305650,-40,Korean
korean-094-094-317410,-390,Korean
korean-094-102-342720,-410,Korean
korean-094-106-358770,-6490,Korean
korean-094-111-374160,-600,Korean
korean-094-120-400450,-530,Korean
korean-094-123-412220,-840,Korean
korean-094-128-422920,-850,Korean
korean-094-146-472280,-2170,Korean
korean-094-151-484970,-1470,Korean
korean-094-154-495370,-560,Korean
korean-094-183-585180,-120,Korean
korean-094-225-707740,-2210,Korean
korean-094-230-720620,-7120,Korean
korean-094-240-747760,-490,Korean
korean-094-252-789360,2310,Korean
korean-094-257-802380,-110,Korean
korean-094-267-831310,-820,Korean
korean-094-271-839190,-4030,Korean
korean-094-296-905960,-4530,Korean
korean-094-301-913640,-1690,Korean
korean-094-310-943620,-740,Korean
korean-094-312-947760,-90,Korean
korean-094-316-963080,-820,Korean
korean-095-003-31040,1790,Korean
korean-095-005-32230,0,Korean
korean-095-020-57530,-250,Korean
korean-095-023-60570,-900,Korean
korean-095-031-76980,-300,Korean
korean-095-033-79680,-1020,Korean
korean-095-041-94400,220,Korean
korean-095-069-149890,-80,Korean
korean-095-071-152120,-2830,Korean
korean-095-079-166160,-460,Korean
korean-095-097-194550,190,Korean
korean-095-101-203660,440,Korean
korean-095-105-212500,-190,Korean
korean-095-123-253070,-110,Korean
korean-095-146-297560,-270,Korean
korean-095-152-308540,-310,Korean
korean-095-158-324530,700,Korean
korean-095-197-415320,270,Korean
korean-095-199-417950,-160,Korean
korean-095-205-427850,-350,Korean
korean-095-226-472880,-1220,Korean
korean-095-242-502790,-930,Korean
korean-095-251-527070,-380,Korean
korean-095-257-533850,-1490,Korean
korean-095-263-547430,-360,Korean
korean-095-268-558680,-510,Korean
korean-095-280-581030,-510,Korean
korean-095-305-621510,-1820,Korean
korean-095-320-654770,-340,Korean
korean-095-342-710190,0,Korean
korean-095-345-716670,-490,Korean
korean-095-355-739280,-1380,Korean
korean-095-359-754750,-510,Korean
korean-095-379-799110,-270,Korean
korean-095-387-818720,-750,Korean
korean-095-389-821150,1680,Korean
korean-095-391-827350,-990,Korean
korean-095-397-837470,-260,Korean
korean-095-413-869580,-2250,Korean
korean-095-415-874280,-190,Korean
korean-095-423-888370,-290,Korean
korean-096-004-39970,-10,Korean
korean-096-006-40800,-150,Korean
korean-096-008-42060,30,Korean
korean-096-016-53460,-50,Korean
korean-096-022-62170,-150,Korean
korean-096-038-105890,-290,Korean
korean-096-043-115960,-439.99999999998545,Korean
korean-096-045-120640,-1930,Korean
korean-096-047-125790,-90,Korean
korean-096-051-130860,-149.9999999999709,Korean
korean-096-055-135600,-170,Korean
korean-096-059-140390,-610,Korean
korean-096-068-151330,9.999999999970896,Korean
korean-096-070-152770,-30,Korean
korean-096-072-156410,90,Korean
korean-096-075-162460,-50,Korean
korean-096-093-189550,130,Korean
korean-096-101-203710,39.999999999970896,Korean
korean-096-103-207000,-10,Korean
korean-096-105-209010,10,Korean
korean-096-107-211590,480,Korean
korean-096-109-213760,-120,Korean
korean-096-111-220540,40,Korean
korean-096-115-230420,-179.9999999999709,Korean
korean-096-119-235430,220,Korean
korean-096-121-239450,40,Korean
korean-096-123-245610,0,Korean
korean-096-125-248110,640,Korean
korean-096-127-249690,-20,Korean
korean-096-131-254580,370,Korean
korean-096-134-257670,160.0000000000291,Korean
korean-096-154-297020,-210,Korean
korean-096-158-303640,-40,Korean
korean-096-160-304920,20,Korean
korean-096-162-306370,-210,Korean
korean-096-166-318960,120,Korean
korean-096-169-323520,20,Korean
korean-096-183-346090,-2139.999999999942,Korean
korean-096-190-365450,-30,Korean
korean-096-193-371620,-320,Korean
korean-096-195-374370,0,Korean
korean-096-205-393320,-160,Korean
korean-096-228-466540,-200,Korean
korean-096-230-472260,-230,Korean
korean-096-232-478710,-190,Korean
korean-096-234-479640,-250,Korean
korean-096-237-483960,-40,Korean
korean-096-239-485580,20,Korean
korean-096-243-488210,-240,Korean
korean-096-245-493460,-110,Korean
korean-096-247-496570,-250,Korean
korean-096-270-560660,-420,Korean
korean-096-280-581850,-50,Korean
korean-096-287-605400,-80,Korean
korean-096-291-623840,80,Korean
korean-096-306-661290,-1440,Korean
korean-096-311-677720,40,Korean
korean-096-313-684610,-540,Korean
korean-096-344-744420,-140,Korean
korean-096-352-766940,70,Korean
korean-096-363-791480,-460,Korean
korean-096-390-846930,-140,Korean
korean-096-395-855530,-90,Korean
korean-096-400-861880,-180,Korean
korean-096-412-896920,340,Korean
korean-096-421-910380,-1770,Korean
korean-096-435-950840,50,Korean
korean-097-009-27830,-320,Korean
korean-097-034-94980,-250,Korean
korean-097-092-226830,-960.0000000000292,Korean
korean-097-117-282980,-1800,Korean
korean-097-219-553510,-50,Korean
korean-097-232-583620,-1680,Korean
korean-097-315-749870,-80,Korean
korean-097-321-762310,-200,Korean
korean-097-325-765970,-140,Korean
korean-098-003-3080,170,Korean
korean-098-009-8870,30,Korean
korean-098-016-17980,20,Korean
korean-098-019-22580,50,Korean
korean-098-024-28790,10,Korean
korean-098-033-40270,-70,Korean
korean-098-037-49660,-10,Korean
korean-098-040-53530,-50,Korean
korean-098-044-57880,-1310,Korean
korean-098-049-64610,220,Korean
korean-098-067-109660,60,Korean
korean-098-081-126480,-90,Korean
korean-098-093-145030,-140.0000000000291,Korean
korean-098-102-156450,160,Korean
korean-098-123-185760,60,Korean
korean-098-176-246430,-60,Korean
korean-098-178-249040,100,Korean
korean-098-192-276050,150,Korean
korean-098-231-341870,29.999999999941792,Korean
korean-098-235-351280,430,Korean
korean-098-240-360400,210,Korean
korean-098-250-374630,240,Korean
korean-098-266-405160,-180.00000000011642,Korean
korean-098-271-412180,-200,Korean
korean-098-274-422970,-120,Korean
korean-098-278-430400,100,Korean
korean-098-282-436160,-280,Korean
korean-098-301-462990,-210,Korean
korean-098-308-474100,0,Korean
korean-098-310-479130,-1440,Korean
korean-098-317-494680,-1030,Korean
korean-098-326-509030,60,Korean
korean-098-328-511630,30,Korean
korean-098-331-514810,-90.00000000005821,Korean
korean-098-335-520010,20,Korean
korean-098-345-540190,90,Korean
korean-098-347-543190,-60,Korean
korean-098-364-574280,-640,Korean
korean-098-390-621820,-40,Korean
korean-098-392-622870,-20,Korean
korean-098-394-627310,620,Korean
korean-098-398-632940,2960,Korean
korean-098-430-695700,-120,Korean
korean-098-432-699120,-180,Korean
korean-098-447-732850,-40,Korean
korean-098-449-735230,-200,Korean
korean-098-457-746600,120,Korean
korean-098-459-747840,80,Korean
korean-098-462-752710,40,Korean
korean-098-476-784950,110,Korean
korean-098-486-807180,140,Korean
korean-098-533-912190,410,Korean
korean-099-007-57600,-250,Korean
korean-099-018-93880,-820,Korean
korean-099-054-183470,-880,Korean
korean-099-057-189850,-7210,Korean
korean-099-075-232390,-290,Korean
korean-099-081-247220,-7170,Korean
korean-099-097-297910,-310.0000000000582,Korean
korean-099-110-330160,-3980,Korean
korean-099-243-670050,-450,Korean
korean-099-276-749740,-430,Korean
korean-099-305-829900,-5640,Korean
korean-099-327-890790,150,Korean
korean-099-341-926780,-1260,Korean
korean-099-385-1046670,-1480,Korean
korean-099-400-1089000,-240,Korean
korean-099-412-1124910,-60,Korean
korean-099-425-1165710,20,Korean
korean-099-429-1177770,240,Korean
korean-099-434-1194800,-6520,Korean
korean-099-442-1216930,-300,Korean
korean-099-444-1220130,-6530,Korean
korean-099-456-1265120,-360,Korean
korean-099-461-1280130,-730,Korean
korean-099-476-1328400,180,Korean
korean-099-481-1338650,870,Korean
